hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,74,2016,March,10,3,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,65.75,0,0,Check-Out,2016-03-07
City Hotel,1,46,2016,March,10,3,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.9,0,0,Canceled,2016-03-02
City Hotel,1,35,2016,March,10,3,1,3,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.1,0,0,Canceled,2016-01-30
City Hotel,1,65,2016,March,10,3,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,2,Canceled,2016-02-19
City Hotel,1,11,2016,March,10,3,1,3,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,193.0,0,0,Canceled,2016-02-26
City Hotel,0,70,2016,March,10,3,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,75.95,0,0,Check-Out,2016-03-08
City Hotel,1,12,2016,March,10,3,2,5,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,111.14,0,0,Canceled,2016-02-29
City Hotel,1,31,2016,March,10,3,6,16,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,98.93,0,1,No-Show,2016-03-03
City Hotel,0,62,2016,March,10,3,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.6,0,0,Check-Out,2016-03-08
City Hotel,0,61,2016,March,10,3,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,79.36,0,1,Check-Out,2016-03-08
City Hotel,1,21,2016,March,10,4,0,1,2,0.0,0,HB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,129.0,0,0,Canceled,2016-02-26
City Hotel,1,21,2016,March,10,4,0,1,2,0.0,0,HB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,129.0,0,0,Canceled,2016-02-26
City Hotel,1,21,2016,March,10,4,0,1,1,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.0,0,0,Canceled,2016-02-26
City Hotel,1,21,2016,March,10,4,0,1,1,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.0,0,0,Canceled,2016-02-26
City Hotel,1,21,2016,March,10,4,0,1,2,0.0,0,HB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,129.0,0,0,Canceled,2016-02-26
City Hotel,1,15,2016,March,10,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,88.8,0,0,Canceled,2016-02-28
City Hotel,1,46,2016,March,10,4,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-01-24
City Hotel,0,58,2016,March,10,4,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.3,0,1,Check-Out,2016-03-06
City Hotel,0,61,2016,March,10,4,0,2,2,0.0,0,SC,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,89.5,0,0,Check-Out,2016-03-06
City Hotel,1,29,2016,March,10,4,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,81.55,0,2,Canceled,2016-03-04
City Hotel,0,58,2016,March,10,4,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.3,0,0,Check-Out,2016-03-06
City Hotel,1,19,2016,March,10,4,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,111.0,0,0,Canceled,2016-02-16
City Hotel,1,71,2016,March,10,4,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,1,Canceled,2016-01-20
City Hotel,1,79,2016,March,10,4,0,2,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,87.3,0,0,Canceled,2016-02-26
City Hotel,1,15,2016,March,10,4,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.0,0,1,Canceled,2016-02-18
City Hotel,0,58,2016,March,10,4,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.3,0,1,Check-Out,2016-03-06
City Hotel,1,46,2016,March,10,4,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-01-24
City Hotel,1,39,2016,March,10,4,0,2,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,0,Canceled,2016-02-05
City Hotel,1,46,2016,March,10,4,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-01-24
City Hotel,1,39,2016,March,10,4,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.1,0,1,Canceled,2016-02-11
City Hotel,1,14,2016,March,10,4,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.67,0,1,Canceled,2016-02-29
City Hotel,0,73,2016,March,10,4,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.29,0,1,Check-Out,2016-03-07
City Hotel,1,61,2016,March,10,4,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,Canceled,2016-01-03
City Hotel,1,62,2016,March,10,4,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.3,0,0,Canceled,2016-03-01
City Hotel,1,19,2016,March,10,4,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.64,0,0,Canceled,2016-03-04
City Hotel,1,49,2016,March,10,4,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,Canceled,2016-02-25
City Hotel,0,62,2016,March,10,4,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.5,0,1,Check-Out,2016-03-07
City Hotel,1,29,2016,March,10,4,1,2,2,1.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.73,0,0,Canceled,2016-02-04
City Hotel,0,62,2016,March,10,4,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,58.94,0,1,Check-Out,2016-03-08
City Hotel,1,7,2016,March,10,4,2,2,0,2.0,0,BB,CHN,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,85.96,0,1,Canceled,2016-03-01
City Hotel,1,8,2016,March,10,4,2,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,85.96,0,1,Canceled,2016-03-01
City Hotel,1,14,2016,March,10,4,2,7,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.33,0,0,Canceled,2016-02-25
City Hotel,1,14,2016,March,10,4,2,7,2,0.0,0,HB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.33,0,0,Canceled,2016-02-25
City Hotel,1,17,2016,March,10,4,3,7,2,0.0,0,SC,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.4,0,0,No-Show,2016-03-04
City Hotel,1,38,2016,March,10,4,2,4,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.1,0,0,Canceled,2016-03-04
City Hotel,1,21,2016,March,10,4,0,1,2,0.0,0,HB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,129.0,0,0,Canceled,2016-02-26
City Hotel,1,21,2016,March,10,4,0,1,2,0.0,0,HB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,129.0,0,0,Canceled,2016-02-26
City Hotel,1,21,2016,March,10,4,0,1,1,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.0,0,0,Canceled,2016-02-26
City Hotel,1,52,2016,March,10,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,Canceled,2016-01-16
City Hotel,1,4,2016,March,10,5,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.0,0,0,Canceled,2016-03-02
City Hotel,1,16,2016,March,10,5,1,1,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.0,0,0,Canceled,2016-03-01
City Hotel,1,35,2016,March,10,5,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.4,0,0,Canceled,2016-03-01
City Hotel,0,67,2016,March,10,5,1,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.83,0,1,Check-Out,2016-03-07
City Hotel,1,66,2016,March,10,5,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,155.0,,0,Transient,126.0,0,0,Canceled,2016-02-27
City Hotel,0,80,2016,March,10,5,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,53.97,0,1,Check-Out,2016-03-07
City Hotel,1,28,2016,March,10,5,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,105.8,0,0,Canceled,2016-02-16
City Hotel,1,48,2016,March,10,5,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-01-17
City Hotel,0,63,2016,March,10,5,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient-Party,80.3,0,0,Check-Out,2016-03-08
City Hotel,1,63,2016,March,10,5,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,87.3,0,0,Canceled,2016-01-13
City Hotel,1,31,2016,March,10,5,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.9,0,0,Canceled,2016-02-12
City Hotel,0,63,2016,March,10,5,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient-Party,80.3,0,0,Check-Out,2016-03-08
City Hotel,1,9,2016,March,10,5,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,92.0,0,0,Canceled,2016-02-26
City Hotel,1,42,2016,March,10,5,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118.0,,0,Transient-Party,106.2,0,0,Canceled,2016-02-02
City Hotel,1,4,2016,March,10,5,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.0,0,0,Canceled,2016-03-04
City Hotel,1,50,2016,March,10,5,2,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,67.66,0,0,Canceled,2016-03-04
City Hotel,0,81,2016,March,10,5,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,75.95,0,1,Check-Out,2016-03-09
City Hotel,0,64,2016,March,10,5,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.6,0,0,Check-Out,2016-03-09
City Hotel,1,50,2016,March,10,5,2,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,65.66,0,0,Canceled,2016-02-09
City Hotel,1,31,2016,March,10,5,2,3,3,0.0,0,BB,PAK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,119.1,0,1,No-Show,2016-03-05
City Hotel,1,40,2016,March,10,5,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,81.9,0,0,Canceled,2016-02-18
City Hotel,0,60,2016,March,10,5,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,84.45,0,0,Check-Out,2016-03-10
City Hotel,1,50,2016,March,10,5,2,5,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.75,0,0,Canceled,2016-01-26
City Hotel,1,60,2016,March,10,5,2,6,1,0.0,0,BB,PAK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.75,0,0,Canceled,2016-02-08
City Hotel,1,12,2016,March,10,5,2,6,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.63,0,1,No-Show,2016-03-05
City Hotel,1,10,2016,March,11,6,1,0,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0,Canceled,2016-03-03
City Hotel,1,29,2016,March,11,6,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.7,0,0,Canceled,2016-02-16
City Hotel,1,20,2016,March,11,6,2,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Canceled,2016-02-15
City Hotel,1,53,2016,March,11,6,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.3,0,0,Canceled,2016-03-04
City Hotel,1,20,2016,March,11,6,2,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Canceled,2016-02-15
City Hotel,0,64,2016,March,11,6,2,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,83.48,0,0,Check-Out,2016-03-10
City Hotel,0,77,2016,March,11,6,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.2,0,1,Check-Out,2016-03-10
City Hotel,1,42,2016,March,11,6,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.76,0,1,Canceled,2016-02-03
City Hotel,0,90,2016,March,11,6,2,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,74.95,0,0,Check-Out,2016-03-11
City Hotel,0,90,2016,March,11,6,2,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,74.95,0,0,Check-Out,2016-03-11
City Hotel,0,90,2016,March,11,6,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,84.45,0,0,Check-Out,2016-03-11
City Hotel,1,39,2016,March,11,6,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1,Canceled,2016-01-29
City Hotel,1,60,2016,March,11,6,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.95,0,0,Canceled,2016-01-07
City Hotel,1,56,2016,March,11,6,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,82.45,0,0,Canceled,2016-03-03
City Hotel,1,21,2016,March,11,7,1,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,0,Canceled,2016-02-15
City Hotel,1,21,2016,March,11,7,1,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,0,Canceled,2016-02-15
City Hotel,0,83,2016,March,11,7,1,1,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,59.6,0,0,Check-Out,2016-03-09
City Hotel,1,10,2016,March,11,7,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0,Canceled,2016-03-04
City Hotel,1,5,2016,March,11,7,1,2,2,0.0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,Canceled,2016-03-04
City Hotel,1,12,2016,March,11,7,1,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Canceled,2016-03-03
City Hotel,1,80,2016,March,11,7,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,1,Canceled,2015-12-19
City Hotel,1,11,2016,March,11,7,1,2,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,54.8,0,0,Canceled,2016-02-29
City Hotel,1,49,2016,March,11,7,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,Canceled,2016-01-20
City Hotel,1,48,2016,March,11,7,1,2,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.9,0,0,Canceled,2016-01-19
City Hotel,1,49,2016,March,11,7,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,87.3,0,0,Canceled,2016-01-20
City Hotel,1,35,2016,March,11,7,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.9,0,0,Canceled,2016-02-08
City Hotel,0,92,2016,March,11,7,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.3,0,1,Check-Out,2016-03-10
City Hotel,1,1,2016,March,11,7,1,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,,209.0,0,Transient,75.0,0,0,Canceled,2016-03-06
City Hotel,1,48,2016,March,11,7,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,73.95,0,1,Canceled,2016-02-14
City Hotel,0,76,2016,March,11,7,1,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,65.75,0,1,Check-Out,2016-03-11
City Hotel,0,93,2016,March,11,7,1,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,54.24,0,0,Check-Out,2016-03-11
City Hotel,1,45,2016,March,11,7,1,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.75,0,0,Canceled,2016-02-21
City Hotel,1,3,2016,March,11,7,1,4,2,0.0,0,SC,GEO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.6,0,0,Canceled,2016-03-04
City Hotel,1,90,2016,March,11,7,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0,Canceled,2016-03-04
City Hotel,1,62,2016,March,11,7,1,4,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.75,0,0,Canceled,2016-02-16
City Hotel,1,3,2016,March,11,7,1,4,2,0.0,0,SC,GEO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.6,0,1,No-Show,2016-03-07
City Hotel,1,7,2016,March,11,7,1,5,2,1.0,0,HB,UKR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,169.17,0,0,Canceled,2016-03-04
City Hotel,1,16,2016,March,11,8,0,1,2,2.0,0,BB,AZE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,83.03,0,0,Canceled,2016-03-02
City Hotel,1,45,2016,March,11,8,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-01-24
City Hotel,1,15,2016,March,11,8,0,1,2,2.0,0,BB,AZE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,83.03,0,0,Canceled,2016-03-02
City Hotel,1,0,2016,March,11,8,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,,209.0,0,Transient-Party,75.0,0,0,Canceled,2016-03-08
